"","year","TL","sd","spp"
"1",1891,4.06233829446132,0.132183720902293,"SOTE"
"2",1892,4.06572116614969,0.124744090786192,"SOTE"
"3",1893,4.06621981456713,0.120886615048026,"SOTE"
"4",1894,4.06909644814936,0.114197632051844,"SOTE"
"5",1895,4.0711017417896,0.110084949799988,"SOTE"
"6",1896,4.0735273235815,0.106607340466576,"SOTE"
"7",1897,4.07567383706781,0.106822559957768,"SOTE"
"8",1898,4.07647698202542,0.105750114655699,"SOTE"
"9",1899,4.07761063587829,0.105731299334013,"SOTE"
"10",1900,4.08036272970074,0.106119214267625,"SOTE"
"11",1901,4.08147480967288,0.103680312525047,"SOTE"
"12",1902,4.08239016411628,0.0993843408757993,"SOTE"
"13",1903,4.08169226098202,0.0997952918644396,"SOTE"
"14",1904,4.08252990351577,0.096708065311442,"SOTE"
"15",1905,4.0835832010964,0.0948561590281747,"SOTE"
"16",1906,4.08426977456803,0.0935336318926137,"SOTE"
"17",1907,4.08539808161776,0.0936468763513778,"SOTE"
"18",1908,4.08541088955021,0.0940705578132306,"SOTE"
"19",1909,4.08522746166325,0.0954579190315998,"SOTE"
"20",1910,4.08576143109868,0.0936221512151176,"SOTE"
"21",1911,4.085496247651,0.0931020183956717,"SOTE"
"22",1912,4.08506393734697,0.0924299608021926,"SOTE"
"23",1913,4.08355736640528,0.0963954903416173,"SOTE"
"24",1914,4.08235678628608,0.0970703424350319,"SOTE"
"25",1915,4.08240363585562,0.096551308684151,"SOTE"
"26",1916,4.08169140091575,0.0977264035953551,"SOTE"
"27",1917,4.08173185619331,0.0966582043708755,"SOTE"
"28",1918,4.08133157617046,0.0974396608493802,"SOTE"
"29",1919,4.07966113545451,0.100275999104295,"SOTE"
"30",1920,4.07858581215138,0.102692402639054,"SOTE"
"31",1921,4.07815267040803,0.104582167567345,"SOTE"
"32",1922,4.07638061063938,0.10659604338165,"SOTE"
"33",1923,4.0747384402649,0.109097376204306,"SOTE"
"34",1924,4.07197940373548,0.110338608658603,"SOTE"
"35",1925,4.07066791284514,0.111207913623365,"SOTE"
"36",1926,4.06858539189968,0.114324860673157,"SOTE"
"37",1927,4.06699952052886,0.115085577141985,"SOTE"
"38",1928,4.06487776183186,0.116076694569208,"SOTE"
"39",1929,4.06282297693141,0.117367267901964,"SOTE"
"40",1930,4.06025255598834,0.119322820025686,"SOTE"
"41",1931,4.05786511333745,0.119996961607569,"SOTE"
"42",1932,4.05523435900362,0.120569413476972,"SOTE"
"43",1933,4.05310412380725,0.121837289308719,"SOTE"
"44",1934,4.05033898649461,0.122865749199859,"SOTE"
"45",1935,4.04849112489307,0.123445827789812,"SOTE"
"46",1936,4.0464710309017,0.122562470053639,"SOTE"
"47",1937,4.04427797134633,0.121838175055209,"SOTE"
"48",1938,4.0424963307364,0.120650973054728,"SOTE"
"49",1939,4.0399659839429,0.121060189492285,"SOTE"
"50",1940,4.03790396121718,0.119634720761051,"SOTE"
"51",1941,4.03524517197687,0.118452835236295,"SOTE"
"52",1942,4.03319728414371,0.115059017124713,"SOTE"
"53",1943,4.02994687335318,0.114516197137758,"SOTE"
"54",1944,4.02728890207502,0.112827185119981,"SOTE"
"55",1945,4.02413226016739,0.110771101937965,"SOTE"
"56",1946,4.02115928098024,0.107580699736494,"SOTE"
"57",1947,4.01802295135643,0.104896915507454,"SOTE"
"58",1948,4.01606938844455,0.10149754844835,"SOTE"
"59",1949,4.01350642269812,0.0977369148485172,"SOTE"
"60",1950,4.00987662197082,0.0948907949389453,"SOTE"
"61",1951,4.00715084984087,0.0918164287413541,"SOTE"
"62",1952,4.00352001218694,0.0906840512664724,"SOTE"
"63",1953,4.00037791835479,0.0885967886955497,"SOTE"
"64",1954,3.9961279622865,0.0858567376874153,"SOTE"
"65",1955,3.99289748631266,0.08271441672309,"SOTE"
"66",1956,3.98958857116124,0.0787367458972126,"SOTE"
"67",1957,3.98625602510164,0.0744278680622728,"SOTE"
"68",1958,3.98236861799855,0.0730418107029913,"SOTE"
"69",1959,3.97987102681667,0.0690536867299567,"SOTE"
"70",1960,3.97562643672076,0.0673711726747377,"SOTE"
"71",1961,3.97290928643495,0.0643497288863832,"SOTE"
"72",1962,3.9701432950402,0.0611396581896582,"SOTE"
"73",1963,3.96670097646829,0.0616854743591695,"SOTE"
"74",1964,3.96348260630597,0.0603171075627742,"SOTE"
"75",1965,3.96038587260016,0.0590412013962625,"SOTE"
"76",1966,3.95724609792209,0.0584627197744947,"SOTE"
"77",1967,3.95414025612983,0.0576389490184424,"SOTE"
"78",1968,3.95102789691665,0.056874621433173,"SOTE"
"79",1969,3.94801144276174,0.0550787752359359,"SOTE"
"80",1970,3.94487915671061,0.0535866690849325,"SOTE"
"81",1971,3.94157166881525,0.0533108372893785,"SOTE"
"82",1972,3.93881045121518,0.0525750355392618,"SOTE"
"83",1973,3.93574429476938,0.0519252009313771,"SOTE"
"84",1974,3.93263569341522,0.0513055663780126,"SOTE"
"85",1975,3.92874957451185,0.0524228492433054,"SOTE"
"86",1976,3.92534159109069,0.0528857247537529,"SOTE"
"87",1977,3.92196942978496,0.0521196903417351,"SOTE"
"88",1978,3.91845375205828,0.0518540955892055,"SOTE"
"89",1979,3.91429919469143,0.0524778280571141,"SOTE"
"90",1980,3.91081455845864,0.0520203577138503,"SOTE"
"91",1981,3.90749587572145,0.0516651692825394,"SOTE"
"92",1982,3.90455644863261,0.0509827508033895,"SOTE"
"93",1983,3.90134808542287,0.0500534400525785,"SOTE"
"94",1984,3.89762263668107,0.0491013002485809,"SOTE"
"95",1985,3.89378490169156,0.0483642534168314,"SOTE"
"96",1986,3.88962114074059,0.0487250242959991,"SOTE"
"97",1987,3.88552864251603,0.0485646218017628,"SOTE"
"98",1988,3.88214289791164,0.0467306463470414,"SOTE"
"99",1989,3.87803625214409,0.0468726647729305,"SOTE"
"100",1990,3.87390556987472,0.0476208590109461,"SOTE"
"101",1991,3.86938986179442,0.0488869989150107,"SOTE"
"102",1992,3.86534842035008,0.0496541471009988,"SOTE"
"103",1993,3.86043553340183,0.0494495041321574,"SOTE"
"104",1994,3.85551125683138,0.051415231482749,"SOTE"
"105",1995,3.85096315597199,0.0527887368178255,"SOTE"
"106",1996,3.84680249819347,0.052891329190885,"SOTE"
"107",1997,3.84166521290761,0.0549142318443647,"SOTE"
"108",1998,3.83786933919506,0.0544455054109556,"SOTE"
"109",1999,3.83329688838661,0.0559156300485988,"SOTE"
"110",2000,3.82914014205601,0.0567589291636845,"SOTE"
"111",2001,3.82421953677483,0.0591172545705003,"SOTE"
"112",2002,3.81909781671429,0.0608473326876875,"SOTE"
"113",2003,3.81420753294785,0.0642254697278748,"SOTE"
"114",2004,3.80796086650943,0.0702400767610527,"SOTE"
"115",2005,3.8023710440793,0.0743861002298036,"SOTE"
"116",2006,3.79578757535611,0.0794488059281844,"SOTE"
"117",2007,3.79022140312448,0.083375834925294,"SOTE"
"118",2008,3.78405671797612,0.0884831816710978,"SOTE"
"119",2009,3.77734578653931,0.0919437507617133,"SOTE"
"120",2010,3.77261468813174,0.0952742908733701,"SOTE"
"121",2011,3.76586712762482,0.101844051811814,"SOTE"
"122",2012,3.75973000413919,0.108341838831563,"SOTE"
"123",2013,3.75340192808194,0.114782861844459,"SOTE"
"124",2014,3.74898302158369,0.118098277651589,"SOTE"
"125",1891,4.07076957334561,0.0319261626082596,"WTSH"
"126",1892,4.06136477413788,0.0292212841025838,"WTSH"
"127",1893,4.05264500179188,0.0260132155438049,"WTSH"
"128",1894,4.04397126151945,0.0233428540868754,"WTSH"
"129",1895,4.03607208120261,0.0214139499238062,"WTSH"
"130",1896,4.02745455033672,0.0207153161039431,"WTSH"
"131",1897,4.01904369625059,0.0211510270094761,"WTSH"
"132",1898,4.01089974506761,0.0215824753252853,"WTSH"
"133",1899,4.00307330111384,0.022403116789496,"WTSH"
"134",1900,3.99589166286013,0.0223474319122579,"WTSH"
"135",1901,3.9892873827799,0.0237492383721678,"WTSH"
"136",1902,3.98200528710795,0.0251345644674759,"WTSH"
"137",1903,3.97418415190115,0.0291501240501955,"WTSH"
"138",1904,3.96709988878301,0.0309483122387975,"WTSH"
"139",1905,3.95976067752464,0.0337396712894753,"WTSH"
"140",1906,3.95228426362897,0.0362371493865705,"WTSH"
"141",1907,3.94565824210939,0.0390230481343745,"WTSH"
"142",1908,3.93889724264665,0.041151228028558,"WTSH"
"143",1909,3.93220823145062,0.0431003617441217,"WTSH"
"144",1910,3.9258590585533,0.0458890346336323,"WTSH"
"145",1911,3.91989520325514,0.047866559489723,"WTSH"
"146",1912,3.91368839587605,0.0506402217156174,"WTSH"
"147",1913,3.90782213698451,0.0529723453343145,"WTSH"
"148",1914,3.90204717208464,0.0554002932344102,"WTSH"
"149",1915,3.89626214566267,0.0577720496582672,"WTSH"
"150",1916,3.89079220953545,0.0598287257080741,"WTSH"
"151",1917,3.88572507819409,0.0616829682785056,"WTSH"
"152",1918,3.88053928639603,0.0641605185640346,"WTSH"
"153",1919,3.87572842888512,0.065642879843395,"WTSH"
"154",1920,3.87104367629309,0.066885535946462,"WTSH"
"155",1921,3.86693617136482,0.0679493163792078,"WTSH"
"156",1922,3.86293582759487,0.068957997570501,"WTSH"
"157",1923,3.85930434924026,0.0695648032444058,"WTSH"
"158",1924,3.8552226773707,0.0709362811829619,"WTSH"
"159",1925,3.85138970805353,0.0720240545975348,"WTSH"
"160",1926,3.84734662969509,0.073365413341643,"WTSH"
"161",1927,3.8438586674724,0.0741882579039639,"WTSH"
"162",1928,3.84081742790033,0.0743570060697367,"WTSH"
"163",1929,3.83779375761231,0.0748508182786072,"WTSH"
"164",1930,3.83495284486336,0.0744334957599309,"WTSH"
"165",1931,3.83215749687991,0.0747670902932378,"WTSH"
"166",1932,3.82899568653735,0.0749064237427026,"WTSH"
"167",1933,3.82658182527506,0.0736041476032048,"WTSH"
"168",1934,3.82461216090031,0.0736861833447744,"WTSH"
"169",1935,3.82179204354649,0.0740557420612866,"WTSH"
"170",1936,3.81974126891048,0.0737078269582403,"WTSH"
"171",1937,3.81795889204536,0.0733402455194296,"WTSH"
"172",1938,3.81562848592155,0.0735754901676713,"WTSH"
"173",1939,3.81408789901023,0.0721535397710431,"WTSH"
"174",1940,3.81250558016605,0.0722952703036972,"WTSH"
"175",1941,3.81088914915812,0.071753460166819,"WTSH"
"176",1942,3.80979851411715,0.070652303141959,"WTSH"
"177",1943,3.80889529712075,0.0698339426729797,"WTSH"
"178",1944,3.80758106172485,0.0686839966447046,"WTSH"
"179",1945,3.80592680272599,0.0684589225929764,"WTSH"
"180",1946,3.80495410780703,0.0675148766383149,"WTSH"
"181",1947,3.80348237221452,0.068322252671198,"WTSH"
"182",1948,3.80271240478039,0.0673313157581124,"WTSH"
"183",1949,3.80236223094842,0.0666042857208056,"WTSH"
"184",1950,3.80051971009793,0.0659791133094787,"WTSH"
"185",1951,3.80064583563782,0.0644211918133033,"WTSH"
"186",1952,3.80021796549349,0.0632729900039539,"WTSH"
"187",1953,3.80166830927456,0.0607031983248678,"WTSH"
"188",1954,3.80353480829064,0.0584783713386674,"WTSH"
"189",1955,3.80463379897434,0.0578154645079105,"WTSH"
"190",1956,3.80667279637491,0.0571161416584225,"WTSH"
"191",1957,3.80861462376186,0.0541139648765223,"WTSH"
"192",1958,3.81037431478986,0.0533579619775133,"WTSH"
"193",1959,3.81185595056575,0.0519119988362413,"WTSH"
"194",1960,3.81311904563835,0.0511281757175013,"WTSH"
"195",1961,3.81363766980341,0.0503082558310428,"WTSH"
"196",1962,3.81426606233286,0.0496860991130958,"WTSH"
"197",1963,3.81447946851563,0.049162176742426,"WTSH"
"198",1964,3.81322956613777,0.0502691529583585,"WTSH"
"199",1965,3.81262205067115,0.0493171644523058,"WTSH"
"200",1966,3.81238253604381,0.0493112736610199,"WTSH"
"201",1967,3.8129988633167,0.0482299200060141,"WTSH"
"202",1968,3.81364224344527,0.0477552168372046,"WTSH"
"203",1969,3.81352891527656,0.0476579314695726,"WTSH"
"204",1970,3.81291055507244,0.0472915114213874,"WTSH"
"205",1971,3.81131404736401,0.0466014306464171,"WTSH"
"206",1972,3.80982210301299,0.0463570453431092,"WTSH"
"207",1973,3.80864536992304,0.0463926827289631,"WTSH"
"208",1974,3.80771548133297,0.0453590237029915,"WTSH"
"209",1975,3.80652546839929,0.0443060229470458,"WTSH"
"210",1976,3.80534443369252,0.0440057368423141,"WTSH"
"211",1977,3.80379345074025,0.0446918823422102,"WTSH"
"212",1978,3.80139764092758,0.0446743296584211,"WTSH"
"213",1979,3.79978732270047,0.0455411390071192,"WTSH"
"214",1980,3.79840200507304,0.0449073594644323,"WTSH"
"215",1981,3.79619137126345,0.0449865146453385,"WTSH"
"216",1982,3.7946884101605,0.0443242810350473,"WTSH"
"217",1983,3.79225589519584,0.0450174679311721,"WTSH"
"218",1984,3.79037222307292,0.0450598059482052,"WTSH"
"219",1985,3.78793218567083,0.0456116646483871,"WTSH"
"220",1986,3.78575884731722,0.0465544168379606,"WTSH"
"221",1987,3.78310472416742,0.0470975637799449,"WTSH"
"222",1988,3.7808614218516,0.0465636921525148,"WTSH"
"223",1989,3.77770334395613,0.0485671889323509,"WTSH"
"224",1990,3.77407621516818,0.0506895511918883,"WTSH"
"225",1991,3.77071891989441,0.0518350332428574,"WTSH"
"226",1992,3.76844345217953,0.0519490131915807,"WTSH"
"227",1993,3.76539780659321,0.052285273904729,"WTSH"
"228",1994,3.76222428971186,0.0526202588708276,"WTSH"
"229",1995,3.75999332331116,0.0525430551212551,"WTSH"
"230",1996,3.75750738940543,0.0539387461257848,"WTSH"
"231",1997,3.75495115520838,0.0542142954360032,"WTSH"
"232",1998,3.75259833483884,0.0534022193914532,"WTSH"
"233",1999,3.7498299474373,0.054897457151704,"WTSH"
"234",2000,3.74671215194838,0.0570850878724052,"WTSH"
"235",2001,3.74346800146863,0.0587070533807399,"WTSH"
"236",2002,3.73950756096628,0.0603849078314025,"WTSH"
"237",2003,3.73626825651684,0.0625218781141856,"WTSH"
"238",2004,3.73284089966701,0.0644220937588962,"WTSH"
"239",2005,3.72861518349367,0.0668442589850491,"WTSH"
"240",2006,3.72431090470309,0.0710446437446746,"WTSH"
"241",2007,3.71988034367342,0.0747495391736006,"WTSH"
"242",2008,3.7177594031392,0.0748349965265938,"WTSH"
"243",2009,3.71486536851964,0.077176676749652,"WTSH"
"244",2010,3.70965729065722,0.081212830811217,"WTSH"
"245",2011,3.70659765482097,0.0825734943590164,"WTSH"
"246",2012,3.70245674691042,0.0855145136853581,"WTSH"
"247",2013,3.69790250082004,0.0890045840528666,"WTSH"
"248",2014,3.69310479350463,0.094449348345953,"WTSH"
"249",1891,4.06166757066013,0.0703143656656318,"BRBO"
"250",1892,4.0589969049688,0.069785537457733,"BRBO"
"251",1893,4.05535953969893,0.0705131684864932,"BRBO"
"252",1894,4.05250487065673,0.0707511406719732,"BRBO"
"253",1895,4.04997872194074,0.0696410088601667,"BRBO"
"254",1896,4.04896767654853,0.0672711116555398,"BRBO"
"255",1897,4.04846072336125,0.0653168103761406,"BRBO"
"256",1898,4.04559348512416,0.065734041023962,"BRBO"
"257",1899,4.04477864312002,0.0639325532795363,"BRBO"
"258",1900,4.04219576229056,0.0637469427115631,"BRBO"
"259",1901,4.0403587269552,0.0621302402905073,"BRBO"
"260",1902,4.0384658189848,0.0605621747290392,"BRBO"
"261",1903,4.03713013591058,0.0575870429547098,"BRBO"
"262",1904,4.03437547225751,0.0586726082257201,"BRBO"
"263",1905,4.03197058549276,0.0584731501129498,"BRBO"
"264",1906,4.03031361805091,0.0574141686498111,"BRBO"
"265",1907,4.02752585298626,0.058200820292746,"BRBO"
"266",1908,4.02522694449953,0.0584161383683979,"BRBO"
"267",1909,4.02234408191677,0.0594268908716789,"BRBO"
"268",1910,4.02060548554009,0.0594328603084495,"BRBO"
"269",1911,4.01736568643477,0.0606616794066408,"BRBO"
"270",1912,4.01394927406856,0.0622494532874205,"BRBO"
"271",1913,4.01072036266049,0.063313037779233,"BRBO"
"272",1914,4.00829287497134,0.0632277015952161,"BRBO"
"273",1915,4.0061265623245,0.0633197049578129,"BRBO"
"274",1916,4.0035785814011,0.0640381186060441,"BRBO"
"275",1917,4.00158852281638,0.0639192246209355,"BRBO"
"276",1918,3.99821987274605,0.0655303770873532,"BRBO"
"277",1919,3.99541649650753,0.0669571394631108,"BRBO"
"278",1920,3.99262479266313,0.0681260511002852,"BRBO"
"279",1921,3.98995530362094,0.0698327002526939,"BRBO"
"280",1922,3.9881606352802,0.070573415983965,"BRBO"
"281",1923,3.9862573582559,0.0706328739829862,"BRBO"
"282",1924,3.98400840816037,0.071539153435769,"BRBO"
"283",1925,3.9818139623587,0.071356178674105,"BRBO"
"284",1926,3.9796204648969,0.0709333996926595,"BRBO"
"285",1927,3.97709608999694,0.0714144837159632,"BRBO"
"286",1928,3.97493798871195,0.0713652739803283,"BRBO"
"287",1929,3.97223448086233,0.0717507866384981,"BRBO"
"288",1930,3.96987837875482,0.0719450160783381,"BRBO"
"289",1931,3.9662041486636,0.0731773593371559,"BRBO"
"290",1932,3.96352925340622,0.0736598189515156,"BRBO"
"291",1933,3.96060433008613,0.0741413102134088,"BRBO"
"292",1934,3.95794390103742,0.0745396429999117,"BRBO"
"293",1935,3.95466788374351,0.0764890384137891,"BRBO"
"294",1936,3.95199447753286,0.0769158785715787,"BRBO"
"295",1937,3.94912098103172,0.0769496913854026,"BRBO"
"296",1938,3.94651722218226,0.0763917292449481,"BRBO"
"297",1939,3.94348518877525,0.0749023095968386,"BRBO"
"298",1940,3.94094296992883,0.0746756466326639,"BRBO"
"299",1941,3.9374339733605,0.0741562606825417,"BRBO"
"300",1942,3.93435390759258,0.0752269243471098,"BRBO"
"301",1943,3.93094883192462,0.0752938707102819,"BRBO"
"302",1944,3.92746186504345,0.0749000177457146,"BRBO"
"303",1945,3.92462359613385,0.0742112261175429,"BRBO"
"304",1946,3.92187545499212,0.0733337804604113,"BRBO"
"305",1947,3.91948491376026,0.0727662136475682,"BRBO"
"306",1948,3.91590460119317,0.0732667687615054,"BRBO"
"307",1949,3.91349136739009,0.072500109541799,"BRBO"
"308",1950,3.91085133644081,0.0719507058726738,"BRBO"
"309",1951,3.90882052090215,0.0719269202989921,"BRBO"
"310",1952,3.90925089657775,0.0691037470819738,"BRBO"
"311",1953,3.90988354187452,0.0688339280637935,"BRBO"
"312",1954,3.91098614550919,0.0669591114226593,"BRBO"
"313",1955,3.91160331661319,0.0675920339270295,"BRBO"
"314",1956,3.91206809511933,0.0664422182509607,"BRBO"
"315",1957,3.91207958848769,0.0668091663346435,"BRBO"
"316",1958,3.91342269649534,0.0654154140895167,"BRBO"
"317",1959,3.91446886465387,0.0646878588901001,"BRBO"
"318",1960,3.91566684743175,0.0644243158115057,"BRBO"
"319",1961,3.91637311671763,0.0653548769817283,"BRBO"
"320",1962,3.91587975767176,0.0678611791454489,"BRBO"
"321",1963,3.9152207263081,0.0686706267883985,"BRBO"
"322",1964,3.91785835415044,0.0695474738008772,"BRBO"
"323",1965,3.91667716962031,0.0710737412453946,"BRBO"
"324",1966,3.91815286917142,0.0720803469197193,"BRBO"
"325",1967,3.91974305331325,0.0750382995639498,"BRBO"
"326",1968,3.92006915690792,0.0759489950992362,"BRBO"
"327",1969,3.92151096445093,0.0779888913038804,"BRBO"
"328",1970,3.9228371999063,0.0815067869473638,"BRBO"
"329",1971,3.92413317960269,0.0841280303138809,"BRBO"
"330",1972,3.92675772301751,0.0865213531196991,"BRBO"
"331",1973,3.92790178452807,0.0904878259838471,"BRBO"
"332",1974,3.93044509226053,0.0910717205740714,"BRBO"
"333",1975,3.93359358114236,0.0912224659764451,"BRBO"
"334",1976,3.93620127022993,0.0936680305564459,"BRBO"
"335",1977,3.93908678172637,0.0940718335016681,"BRBO"
"336",1978,3.94176209920943,0.0957321818628625,"BRBO"
"337",1979,3.94508105895754,0.0962989020740346,"BRBO"
"338",1980,3.94810708495054,0.0963678481050501,"BRBO"
"339",1981,3.95020719639978,0.0968711421081827,"BRBO"
"340",1982,3.95086271825669,0.0978269374688709,"BRBO"
"341",1983,3.95293152477347,0.0982448709243746,"BRBO"
"342",1984,3.95486498029268,0.0978072270797385,"BRBO"
"343",1985,3.95570496880175,0.096938716740337,"BRBO"
"344",1986,3.95670261112507,0.0960847719866482,"BRBO"
"345",1987,3.95672797483751,0.0953382846981987,"BRBO"
"346",1988,3.95676291623777,0.0952662913258768,"BRBO"
"347",1989,3.95502624697176,0.0944185122818739,"BRBO"
"348",1990,3.95258130679178,0.0924147229032179,"BRBO"
"349",1991,3.95066989771641,0.091099792123055,"BRBO"
"350",1992,3.94881414897221,0.0889940832591876,"BRBO"
"351",1993,3.94745577798951,0.0871398541528796,"BRBO"
"352",1994,3.94505854209469,0.0860782648014844,"BRBO"
"353",1995,3.94308073766855,0.0824479315088285,"BRBO"
"354",1996,3.94015187935277,0.0823669433601353,"BRBO"
"355",1997,3.93800349841273,0.0788039409970596,"BRBO"
"356",1998,3.93620146528041,0.0761122220336441,"BRBO"
"357",1999,3.93390358309465,0.0734017510326348,"BRBO"
"358",2000,3.93087776394858,0.0712347424264506,"BRBO"
"359",2001,3.92615467969076,0.0700351374708199,"BRBO"
"360",2002,3.92189817627663,0.0695072204639651,"BRBO"
"361",2003,3.9178822198413,0.0671666839754823,"BRBO"
"362",2004,3.91324941384716,0.0649062767073465,"BRBO"
"363",2005,3.90821297341316,0.0635718876153919,"BRBO"
"364",2006,3.90245067239544,0.0616932110027921,"BRBO"
"365",2007,3.89630227727048,0.0611543328373743,"BRBO"
"366",2008,3.89003577772206,0.0590171715686267,"BRBO"
"367",2009,3.88388549309037,0.0569737719347763,"BRBO"
"368",2010,3.87723529497999,0.0569297143029437,"BRBO"
"369",2011,3.86939936745971,0.0568677042464678,"BRBO"
"370",2012,3.8625401031891,0.0580392242894274,"BRBO"
"371",2013,3.85470078859705,0.0603725006122247,"BRBO"
